"","rowname","Estimate.x","Std. Error.x","t value.x","model.x","Estimate.y","Std. Error.y","t value.y","model.y","Estimate","Std. Error","t value","model"
"1","(Intercept)",3.37431966184073,0.0395614217892082,85.2931848561925,"poor.fair.state.year",1.46953130820249,0.690156353704125,2.12927302677922,"poor.fair.arrest.demo",1.36674761383155,0.626016969405852,2.18324371482888,"poor.fair.structural"
"2","young_adult_rate",-0.00094119607309398,0.000284157375148661,-3.31223524499964,"poor.fair.state.year",-0.000897787505307135,0.000281786366731881,-3.18605728062557,"poor.fair.arrest.demo",-0.00104108476100848,0.000284554056816455,-3.65865372877114,"poor.fair.structural"
"3","lag.ya.rate",0.000396324489091446,0.000285751903248235,1.38695310367594,"poor.fair.state.year",0.000553726088164708,0.000282115204451041,1.96276584681845,"poor.fair.arrest.demo",0.000675828853934508,0.000283003007708829,2.38806244289051,"poor.fair.structural"
"4","`% 65 and older raw value`",NA,NA,NA,NA,0.493619130146616,0.878140222274204,0.562118802471253,"poor.fair.arrest.demo",-1.74128778392854,0.825538888488803,-2.10927408533845,"poor.fair.structural"
"5","`% American Indian and Alaskan Native raw value`",NA,NA,NA,NA,2.0987977808097,1.53576435172012,1.36661446689979,"poor.fair.arrest.demo",0.0315435187377072,1.25278904270389,0.0251786355583274,"poor.fair.structural"
"6","`% below 18 years of age raw value`",NA,NA,NA,NA,1.1895499872143,1.05606819310433,1.12639505193088,"poor.fair.arrest.demo",-0.0193217579140191,0.911420693737539,-0.0211996041419521,"poor.fair.structural"
"7","`% Females raw value`",NA,NA,NA,NA,2.3554596211752,1.43705157574397,1.63909191634668,"poor.fair.arrest.demo",4.60042757905681,1.24228594556788,3.70319538385652,"poor.fair.structural"
"8","`% Native Hawaiian/Other Pacific Islander raw value`",NA,NA,NA,NA,63.8630366407746,13.8907987240434,4.59750644361687,"poor.fair.arrest.demo",67.0624411440244,12.9579741532145,5.17538006721431,"poor.fair.structural"
"9","`% Non-Hispanic African American raw value`",NA,NA,NA,NA,3.60069042204773,1.14504790941457,3.14457621593202,"poor.fair.arrest.demo",0.697327072140767,0.979660302482228,0.711804969920599,"poor.fair.structural"
"10","`% Hispanic raw value`",NA,NA,NA,NA,1.63097644898877,0.339807208698864,4.79971115160813,"poor.fair.arrest.demo",0.486587034834416,0.324349579967409,1.5001932016786,"poor.fair.structural"
"11","`% Asian raw value`",NA,NA,NA,NA,-0.364000309920284,2.85964230236219,-0.127288755527082,"poor.fair.arrest.demo",2.70472842343611,2.45382346917543,1.10225061314007,"poor.fair.structural"
"12","`% not proficient in English raw value`",NA,NA,NA,NA,-3.0660803760061,1.03937483800503,-2.94992746013664,"poor.fair.arrest.demo",-4.541834956632,1.06845853257139,-4.25082941281911,"poor.fair.structural"
"13","`% Rural raw value`",NA,NA,NA,NA,0.22163756794292,0.123876284314897,1.78918482394508,"poor.fair.arrest.demo",0.015818889194002,0.104603192309079,0.151227594921394,"poor.fair.structural"
"14","`Unemployment raw value`",NA,NA,NA,NA,NA,NA,NA,NA,-1.31433136597202,0.920852659837678,-1.42729822402175,"poor.fair.structural"
"15","`Some college raw value`",NA,NA,NA,NA,NA,NA,NA,NA,-2.26680607783636,0.255659180487398,-8.86651546607807,"poor.fair.structural"
"16","`Median household income raw value`",NA,NA,NA,NA,NA,NA,NA,NA,0.00000606526534451382,0.0000034745977621893,1.74560215588586,"poor.fair.structural"
"17","`Children in poverty raw value`",NA,NA,NA,NA,NA,NA,NA,NA,4.67101388397188,0.569571664993692,8.20092390660551,"poor.fair.structural"
"18","`Children in single-parent households raw value`",NA,NA,NA,NA,NA,NA,NA,NA,1.22917757021811,0.312190105314797,3.93727267229903,"poor.fair.structural"
